id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
28198692,Rental unit in Athina · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,17652882,Alex,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98739,23.7272,Private room,17,7,5,2021-09-03,0.11,10,145,0,
28202883,Rental unit in Athina · ★4.43 · 1 bedroom · 1 bed · 2 shared baths,17652882,Alex,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,37.99974,23.73042,Private room,16,7,7,2021-09-02,0.15,10,191,0,
28204341,Rental unit in Athina · ★4.68 · 2 bedrooms · 4 beds · 1 bath,83974278,Bill,,ΘΗΣΕΙΟ,37.9758,23.71375,Entire home/apt,91,1,170,2023-06-09,3.01,2,85,34,00001395811
28211949,Rental unit in Athina · ★4.17 · 1 bedroom · 1 bed · 2 shared baths,17652882,Alex,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9994,23.73063,Private room,17,7,6,2021-10-01,0.13,10,53,0,
28213536,Rental unit in Athina · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,17652882,Alex,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99794,23.73087,Private room,18,7,6,2021-09-08,0.13,10,324,0,
28217949,Serviced apartment in Athina · 2 bedrooms · 1 bed · 1.5 baths,210519196,The Foundry Hotel,,ΚΕΡΑΜΕΙΚΟΣ,37.97876,23.72187,Hotel room,306,1,0,,,12,275,0,1073556
28233655,Rental unit in Athina · ★4.09 · Studio · 1 bed · 1 bath,29927830,Homm ®,,ΚΟΛΩΝΟΣ,37.99189,23.71824,Entire home/apt,67,4,140,2023-05-31,2.42,45,27,12,00001044792
28234195,Rental unit in Athina · ★4.08 · 3 bedrooms · 5 beds · 1.5 baths,29927830,Homm ®,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99527,23.7294,Entire home/apt,97,3,153,2022-10-13,2.63,45,3,14,00002079388
28239817,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,54497322,Lena,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96127,23.71904,Entire home/apt,41,3,0,,,1,24,0,
28247898,Rental unit in Athina · 1 bedroom · 2 beds · 1 bath,59851139,James,,ΚΟΛΩΝΑΚΙ,37.97698,23.74269,Entire home/apt,50,800,1,2019-04-14,0.02,1,0,0,
28269479,Rental unit in Tavros · ★4.95 · 3 bedrooms · 3 beds · 1.5 baths,213503714,Nick,,ΠΕΤΡΑΛΩΝΑ,37.96733,23.7023,Entire home/apt,74,3,40,2023-06-19,0.70,1,182,18,00000137807
28269762,Home in Athina · ★4.77 · 1 bedroom · 2 beds · 1 bath,185590784,Gregory,,ΚΕΡΑΜΕΙΚΟΣ,37.98173,23.71658,Entire home/apt,70,1,316,2023-06-08,5.41,2,306,62,00001036810
28277565,Home in Athina · ★4.82 · 1 bedroom · 1 bed · 1 bath,185590784,Gregory,,ΚΕΡΑΜΕΙΚΟΣ,37.9813,23.7176,Entire home/apt,59,1,297,2023-06-09,5.08,2,294,61,00001036810
28278021,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,213562735,Aliki,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9573,23.73163,Entire home/apt,90,3,0,,,1,0,0,149277
28303813,Hostel in Athina · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,212027686,Bedway Athens,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95813,23.72866,Shared room,25,1,21,2023-06-07,0.37,8,179,6,1132269
28309997,Hostel in Athina · ★4.48 · 1 bedroom · 1 bed · 1 shared bath,212027686,Bedway Athens,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95796,23.72918,Shared room,25,1,33,2023-06-03,0.78,8,165,6,
28310093,Hostel in Athina · ★4.17 · 1 bedroom · 1 bed · 1 shared bath,212027686,Bedway Athens,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95805,23.72918,Shared room,25,1,6,2022-10-02,0.25,8,188,3,
28310170,Hostel in Athina · 8 bedrooms · 1 bed · 1 shared bath,212027686,Bedway Athens,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95805,23.72918,Shared room,25,1,1,2021-06-10,0.04,8,188,0,
28310239,Hostel in Athina · 1 bedroom · 1 bed · 1 shared bath,212027686,Bedway Athens,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95805,23.72918,Shared room,25,1,1,2022-07-01,0.08,8,188,1,
28310604,Hostel in Athina · 1 bedroom · 1 bed · 1 shared bath,212027686,Bedway Athens,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95805,23.72918,Shared room,25,1,2,2023-06-17,2,8,188,2,
28310635,Rental unit in Athina · ★4.62 · 1 bedroom · 1 bed · 1 bath,213790279,Kostas & Eleni,,ΚΟΛΩΝΑΚΙ,37.97849,23.74404,Entire home/apt,70,2,47,2023-02-20,0.81,2,23,8,00000022772
28310729,Hostel in Athina · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,212027686,Bedway Athens,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95805,23.72918,Shared room,25,1,18,2023-05-23,0.73,8,188,7,
28330265,Serviced apartment in Athina · 1 bedroom · 1 bed · 1 bath,210519196,The Foundry Hotel,,ΚΕΡΑΜΕΙΚΟΣ,37.97884,23.72189,Hotel room,277,1,1,2022-07-12,0.09,12,278,1,1073556
28331169,Serviced apartment in Athina · 1 bedroom · 1 bed · 1 bath,210519196,The Foundry Hotel,,ΚΕΡΑΜΕΙΚΟΣ,37.97879,23.72181,Hotel room,280,1,1,2019-08-26,0.02,12,304,0,1073556
28331330,Rental unit in Athina · ★4.67 · 1 bedroom · 1 bed · 1 bath,42693162,Nikos,,ΠΑΤΗΣΙΑ,38.01444,23.7336,Entire home/apt,35,2,3,2022-10-19,0.25,2,341,3,00000013787
28333741,Rental unit in Athina · ★4.86 · 1 bedroom · 1 bed · 1 bath,213790279,Kostas & Eleni,,ΚΟΛΩΝΑΚΙ,37.97934,23.74479,Entire home/apt,70,2,21,2023-06-19,0.36,2,61,8,00000017922
28335965,Condo in Athina · ★4.98 · 2 bedrooms · 3 beds · 1 bath,213003691,Μαρία,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96006,23.72616,Entire home/apt,65,2,89,2022-09-14,1.55,1,4,4,00000059009
28337826,Rental unit in Athina · ★4.76 · 1 bedroom · 1 bed · 1 bath,1167063,Dimi David,,ΙΛΙΣΙΑ,37.97585,23.75077,Entire home/apt,83,2,17,2023-06-01,0.29,26,306,10,00001151427
28356571,Serviced apartment in Athina · ★5.0 · 1 bedroom · 1 bed · 1 bath,210519196,The Foundry Hotel,,ΘΗΣΕΙΟ,37.9786,23.72185,Hotel room,240,1,4,2019-02-10,0.07,12,281,0,1073556
28357206,Serviced apartment in Athina · 1 bedroom · 1 bed · 1 bath,210519196,The Foundry Hotel,,ΚΕΡΑΜΕΙΚΟΣ,37.97877,23.72185,Hotel room,243,1,0,,,12,276,0,1073556
28357458,Rental unit in Athina · ★4.30 · 1 bedroom · 1 bed · 1 bath,180442365,Hospex.,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97973,23.72678,Entire home/apt,80,1,10,2022-08-14,0.29,10,262,1,00000831454
28357761,Serviced apartment in Athina · 1 bedroom · 1 bed · 1 private bath,210519196,The Foundry Hotel,,ΚΕΡΑΜΕΙΚΟΣ,37.97882,23.72189,Hotel room,240,1,1,2019-09-03,0.02,12,283,0,1073556
28357962,Serviced apartment in Athina · 2 bedrooms · 3 beds · 1.5 baths,210519196,The Foundry Hotel,,ΘΗΣΕΙΟ,37.9787,23.72185,Hotel room,291,1,0,,,12,243,0,1073556
28358186,Serviced apartment in Athina · 2 bedrooms · 3 beds · 1.5 baths,210519196,The Foundry Hotel,,ΘΗΣΕΙΟ,37.97779,23.72126,Hotel room,291,1,2,2022-09-08,0.12,12,264,1,1073556
28358297,Condo in Athina · ★4.90 · 1 bedroom · 1 bed · 1 bath,214113410,Ioannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97463,23.73121,Entire home/apt,48,2,10,2023-06-22,3.53,1,326,10,00001845181
28359189,Rental unit in Athina · ★4.83 · 3 bedrooms · 4 beds · 1 bath,88455015,Chris & Zeta,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96574,23.72689,Entire home/apt,130,1,141,2023-06-13,2.42,2,65,22,00001484627
28366576,Rental unit in Athina · ★4.97 · 2 bedrooms · 3 beds · 1 bath,104483519,Παρασκευή,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95695,23.72398,Entire home/apt,80,3,36,2019-09-12,0.63,1,0,0,00000039059
28383745,Rental unit in Αθήνα · ★4.96 · 1 bedroom · 3 beds · 1 bath,41595780,Αιμίλιος,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99013,23.75929,Entire home/apt,45,4,68,2023-06-11,1.29,1,200,24,00000400111
28384365,Rental unit in Athina · ★4.93 · 2 bedrooms · 3 beds · 1 bath,22998954,Harald,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98879,23.73009,Entire home/apt,80,18,41,2023-05-31,0.74,1,123,3,00000507381
28396979,Rental unit in Athina · ★4.88 · 1 bedroom · 1 bed · 1 bath,94728448,Eirini,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97898,23.72361,Entire home/apt,57,2,112,2023-06-22,1.95,2,285,19,00001850532
28397856,Rental unit in Athina · ★4.95 · 1 bedroom · 2 beds · 1 bath,47102453,Dimitra,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96872,23.73002,Entire home/apt,30,2,108,2021-10-31,1.91,1,0,0,00000902290
28397924,Rental unit in Athina · ★4.70 · 1 bedroom · 2 beds · 1 bath,214391741,Hanserich,,ΚΟΛΩΝΑΚΙ,37.982,23.73898,Entire home/apt,80,4,23,2023-05-29,0.40,2,168,3,00000371632
28398208,Condo in Athina · ★4.79 · 1 bedroom · 1 bed · 1 bath,70877657,Stathis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97898,23.72361,Entire home/apt,67,2,57,2023-05-16,1.00,1,223,11,00001532149
28406519,Rental unit in Athina · ★4.75 · 2 bedrooms · 2 beds · 1 bath,94728448,Eirini,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97898,23.72361,Entire home/apt,120,3,68,2023-06-16,1.19,2,297,2,00001850569
28410710,Rental unit in Athina · ★4.72 · 1 bedroom · 2 beds · 1 bath,205916396,Konstantina,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9858,23.72422,Entire home/apt,61,2,123,2023-06-16,2.12,1,306,22,00000218061
28416478,Rental unit in Athina · ★4.97 · 1 bedroom · 3 beds · 1 bath,84094329,Alda,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9574,23.73693,Entire home/apt,39,2,117,2023-06-14,2.02,1,87,34,00000933944
28417941,Rental unit in Menemeni · ★4.95 · 1 bedroom · 2 beds · 1 bath,138387347,Ρουμπινη,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99525,23.76425,Entire home/apt,69,2,43,2023-06-13,0.75,1,0,9,00000459449
28419182,Serviced apartment in Athina · 2 bedrooms · 1 bed · 1 bath,210519196,The Foundry Hotel,,ΘΗΣΕΙΟ,37.97833,23.72228,Hotel room,222,1,1,2018-10-04,0.02,12,264,0,1073556
28419647,Serviced apartment in Athina · 2 bedrooms · 1 bed · 1 bath,210519196,The Foundry Hotel,,ΚΕΡΑΜΕΙΚΟΣ,37.97887,23.72175,Hotel room,265,1,1,2018-10-07,0.02,12,293,0,1073556
28419802,Serviced apartment in Athina · 2 bedrooms · 2 beds · 1.5 baths,210519196,The Foundry Hotel,,ΘΗΣΕΙΟ,37.9787,23.72189,Hotel room,335,1,1,2018-12-24,0.02,12,283,0,1073556
28420430,Rental unit in Athina · ★4.44 · 1 bedroom · 1 bed · 1 bath,130005537,Mag,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98249,23.72068,Entire home/apt,22,1,151,2023-06-11,2.62,2,253,32,00000040058
28421019,Serviced apartment in Athina · 3 bedrooms · 3 beds · 1.5 baths,210519196,The Foundry Hotel,,ΚΕΡΑΜΕΙΚΟΣ,37.97889,23.72177,Hotel room,386,1,0,,,12,264,0,1073556
28426907,Rental unit in Athina · ★4.96 · 1 bedroom · 2 beds · 1 bath,214602118,Αθηνά,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98703,23.74528,Entire home/apt,41,8,52,2023-01-27,0.96,1,0,1,00000425555
28466748,Rental unit in Athina · ★4.88 · 3 bedrooms · 3 beds · 3.5 baths,65761006,Nicolas,,ΚΟΛΩΝΑΚΙ,37.97889,23.7454,Entire home/apt,151,2,124,2023-06-18,2.14,1,9,30,00000465634
28488938,Rental unit in Athina · ★4.97 · 2 bedrooms · 2 beds · 2 baths,215009853,Evan,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96922,23.73069,Entire home/apt,113,2,143,2023-06-11,2.48,2,176,37,00000567002
28489444,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,81478500,Nektarios,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.964361,23.721889,Entire home/apt,118,1,0,,,7,171,0,00002000222
28490142,Hotel in Athina · 1 bedroom · 2 beds · 1 private bath,211623825,George,,ΠΑΓΚΡΑΤΙ,37.97141,23.74241,Private room,60,1,0,,,4,0,0,
28490233,Hotel in Athina · 1 bedroom · 1 bed · 1 private bath,211623825,George,,ΣΤΑΔΙΟ,37.97033,23.74193,Private room,60,1,0,,,4,0,0,
28490328,Hotel in Athina · 1 bedroom · 3 beds · 1 private bath,211623825,George,,ΣΤΑΔΙΟ,37.9695,23.74265,Private room,60,1,0,,,4,0,0,
28490460,Hotel in Athina · 1 bedroom · 1 bed · 1 private bath,211623825,George,,ΣΤΑΔΙΟ,37.97004,23.74215,Private room,60,1,0,,,4,0,0,
28506448,Rental unit in Athina · ★4.72 · 1 bedroom · 2 beds · 1 bath,52238323,Cengiz,,ΚΟΛΩΝΑΚΙ,37.97924,23.73929,Entire home/apt,161,2,72,2023-06-15,1.24,10,350,7,00001396881
28510556,Rental unit in Athina · ★4.65 · 1 bedroom · 1 bed · 1 bath,52238323,Cengiz,,ΚΟΛΩΝΑΚΙ,37.97731,23.73919,Entire home/apt,171,2,26,2023-04-15,0.45,10,355,4,00001396881
28510972,Rental unit in Athina · ★4.85 · 2 bedrooms · 2 beds · 1 bath,52238323,Cengiz,,ΚΟΛΩΝΑΚΙ,37.97787,23.74116,Entire home/apt,183,2,55,2022-10-20,0.98,10,222,6,00001396881
28528647,Rental unit in Athina · ★4.98 · 1 bedroom · 2 beds · 1 bath,86924588,Elena,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97314,23.73262,Entire home/apt,97,1,41,2023-06-12,0.72,4,70,8,00000920185
28533266,Rental unit in Athens · ★4.89 · 1 bedroom · 1 bed · 1 bath,63242081,Angie,,ΠΑΤΗΣΙΑ,38.01499,23.73317,Entire home/apt,73,1,61,2023-05-09,1.06,8,324,2,00000155098
28533267,Rental unit in Athens · ★4.81 · 1 bedroom · 1 bed · 1 bath,63242081,Angie,,ΠΑΤΗΣΙΑ,38.01436,23.73309,Entire home/apt,70,1,37,2023-04-02,0.66,8,338,3,00000155098
28533268,Rental unit in Athens · ★4.86 · 1 bedroom · 1 bed · 1 bath,63242081,Angie,,ΠΑΤΗΣΙΑ,38.01554,23.73316,Entire home/apt,74,1,91,2023-06-03,1.57,8,353,13,00000155021
28536277,Rental unit in Athina · ★4.87 · 2 bedrooms · 3 beds · 3 baths,215365482,Christina,,ΘΗΣΕΙΟ,37.97628,23.71786,Entire home/apt,70,3,55,2022-10-30,0.96,1,0,4,00000102079
28541963,Condo in Athina · ★4.05 · 2 bedrooms · 2 beds · 1 bath,209965421,Fay,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98235,23.72323,Entire home/apt,30,5,22,2023-06-03,0.41,1,218,5,00000949003
28553327,Rental unit in Athina · ★4.86 · 1 bedroom · 2 beds · 1 bath,123074489,Homer & Isabella,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96413,23.72286,Entire home/apt,117,2,417,2023-06-20,7.19,49,283,77,00000087463
28554991,Rental unit in Athina · ★4.91 · 1 bedroom · 2 beds · 1 bath,53983867,Chris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97886,23.72947,Entire home/apt,81,3,57,2023-06-09,1.00,13,330,13,00001152460
28555237,Rental unit in Athina · ★4.95 · 1 bedroom · 2 beds · 1 bath,53983867,Chris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.979,23.72775,Entire home/apt,60,3,38,2022-10-20,0.68,13,325,6,00001152641
28555278,Rental unit in Athina · ★4.83 · 1 bedroom · 2 beds · 1 bath,53983867,Chris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97875,23.72931,Entire home/apt,86,3,72,2023-06-20,1.27,13,329,23,00001152582
28555312,Rental unit in Athina · ★4.90 · 1 bedroom · 2 beds · 1 bath,53983867,Chris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97872,23.72807,Entire home/apt,83,3,71,2023-06-21,1.25,13,307,14,00001152615
28555330,Rental unit in Athina · ★4.92 · 1 bedroom · 2 beds · 1 bath,53983867,Chris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97812,23.72945,Entire home/apt,80,3,39,2023-06-24,0.69,13,324,15,00001152636
28575393,Rental unit in Athina · ★4.37 · Studio · 3 beds · 1 bath,97934918,William,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98883,23.74133,Entire home/apt,42,3,63,2023-05-31,1.09,3,265,12,00001795948
28605378,Rental unit in Athina · ★4.88 · 1 bedroom · 1 bed · 1 bath,159755427,NewDeal,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99498,23.74682,Entire home/apt,44,1,17,2021-07-14,0.36,8,0,0,00001068696
28621986,Rental unit in Athens · ★4.82 · 1 bedroom · 1 bed · 1 bath,215849705,Amalia,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.98562,23.71526,Entire home/apt,72,4,108,2023-06-23,1.89,1,122,39,00000280449
28625184,Rental unit in Athina · ★4.45 · 1 bedroom · 1 bed · 1 bath,139849466,Φωτεινή,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97504,23.73192,Entire home/apt,108,1,38,2023-06-24,1.01,4,316,17,0187803
28630368,Rental unit in Athina · ★4.69 · 1 bedroom · 2 beds · 1 shared bath,209855659,Joanna,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98879,23.74669,Private room,35,1,32,2023-04-23,0.57,3,11,8,
28633261,Rental unit in Athina · ★4.82 · 1 bedroom · 2 beds · 1 bath,91843746,Κοσμας,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9594,23.72322,Entire home/apt,57,2,17,2023-05-12,0.29,2,122,1,00000096240
28634342,Rental unit in Athina · ★4.97 · 4 bedrooms · 4 beds · 3.5 baths,215496598,Angela,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98291,23.72711,Entire home/apt,326,1,32,2023-06-05,0.56,3,102,8,00001542100
28636910,Rental unit in Athina · 2 bedrooms · 3 beds · 1 bath,216091393,Taxiarchis,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98878,23.73672,Entire home/apt,45,1,0,,,2,0,0,00000132387
28658067,Rental unit in Μενεμένη · 1 bedroom · 3 beds · 1 bath,201738738,Your.Rentals,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9893682,23.763807199999974,Entire home/apt,100,1,0,,,8,177,0,00000280813
28708466,Rental unit in Athens · ★4.90 · Studio · 1 bed · 1 bath,63242081,Angie,,ΠΑΤΗΣΙΑ,38.01449,23.73146,Entire home/apt,62,1,39,2022-12-03,0.69,8,147,2,00000155000
28709524,Townhouse in Athina · ★4.63 · 2 bedrooms · 3 beds · 1.5 baths,72162168,Dimitris,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99966,23.7235,Entire home/apt,40,2,16,2023-04-30,0.29,7,192,6,00001188356
28712157,Rental unit in Athens · ★4.82 · Studio · 1 bed · 1 bath,63242081,Angie,,ΠΑΤΗΣΙΑ,38.01433,23.73128,Entire home/apt,61,1,34,2023-04-18,0.65,8,142,4,00000206770
28712552,Rental unit in Athens · ★4.83 · Studio · 1 bed · 1 bath,63242081,Angie,,ΠΑΤΗΣΙΑ,38.01438,23.73187,Entire home/apt,63,1,69,2023-03-15,1.22,8,145,8,00000206850
28739154,Aparthotel in Athina · 2 bedrooms · 2 beds · 1 bath,207723374,Dimitrios,,ΠΕΤΡΑΛΩΝΑ,37.97325,23.7124,Hotel room,95,1,0,,,4,60,0,
28745156,Rental unit in Athina · ★4.92 · 1 bedroom · 1 bed · 1 bath,143686791,Michalis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96142,23.73035,Entire home/apt,60,1,245,2023-06-23,4.25,1,165,42,00001385334
28747890,Rental unit in Athina · ★4.93 · 1 bedroom · 1 bed · 1 bath,216837242,Eleana,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.968284606933594,23.72687530517578,Entire home/apt,214,1,95,2023-03-26,1.65,3,302,7,00000104622
28767418,Rental unit in Athina · ★4.50 · 2 bedrooms · 3 beds · 1.5 baths,216993385,Katerina,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99057,23.73057,Entire home/apt,59,2,14,2020-01-27,0.29,1,0,0,00000691754
28770026,Rental unit in Athina · ★4.30 · 2 bedrooms · 3 beds · 1 bath,72162168,Dimitris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98002,23.73515,Entire home/apt,48,2,11,2023-05-02,0.20,7,153,3,00001188361
28791881,Rental unit in Athens · 1 bedroom · 1 bed · 1 bath,217166082,Nikos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98327,23.72852,Entire home/apt,50,2,1,2018-09-29,0.02,1,0,0,
28798293,Rental unit in Athina · ★4.58 · 2 bedrooms · 2 beds · 1 bath,748818,George,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98908,23.72175,Entire home/apt,54,1,19,2023-05-03,0.33,74,322,7,1894816
28798473,Rental unit in Athina · ★4.86 · Studio · 2 beds · 1 bath,72162168,Dimitris,,ΛΥΚΑΒΗΤΤΟΣ,37.97923,23.74278,Entire home/apt,44,2,21,2023-05-26,0.38,7,171,9,00001357114
28805678,Condo in Athina · ★5.0 · 2 bedrooms · 3 beds · 1 bath,115816393,Foteini,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98866,23.7658,Entire home/apt,52,2,9,2023-04-26,0.18,1,250,4,00000213653
28808747,Rental unit in Athina · 1 bedroom · 2 beds · 1 shared bath,217175415,Nick,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99335,23.72778,Shared room,40,1,0,,,1,0,0,
28829760,Rental unit in Athina · ★4.38 · 3 bedrooms · 7 beds · 2.5 baths,57151032,Aris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98027,23.72807,Entire home/apt,195,1,13,2023-06-03,0.26,9,212,3,00000470076
28831969,Rental unit in Athina · ★4.89 · 1 bedroom · 2 beds · 1 bath,24567914,Sakis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97294,23.72888,Entire home/apt,210,2,9,2023-05-10,0.16,7,284,5,00000289791
28853125,Hostel in Athina · 1 bedroom · 2 beds · 1 private bath,217550328,Polina,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98664,23.73313,Private room,60,1,0,,,5,0,0,
28853468,Hostel in Athina · 1 bedroom · 1 bed · 1 private bath,217550328,Polina,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98575,23.73127,Private room,45,1,0,,,5,0,0,
28853642,Hostel in Athina · 1 bedroom · 3 beds · 1 private bath,217550328,Polina,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98721,23.73142,Private room,90,1,0,,,5,0,0,
28853764,Hostel in Athina · 1 bedroom · 3 beds · 1 private bath,217550328,Polina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.985,23.7327,Private room,80,1,0,,,5,0,0,
28853926,Hostel in Athina · 1 bedroom · 4 beds · 1 private bath,217550328,Polina,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98548,23.73326,Private room,100,1,0,,,5,0,0,
28863215,Rental unit in Athina · ★4.88 · 2 bedrooms · 3 beds · 2 baths,217615215,Panagiotis,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98909,23.73044,Entire home/apt,120,1,43,2023-06-11,0.75,5,343,7,00000128166
28864097,Rental unit in Athina · ★4.51 · 7 bedrooms · 1 bed · 1 bath,131959217,Nicholas,,ΓΟΥΔΙ,37.98121,23.75626,Entire home/apt,34,20,84,2023-06-13,1.51,2,42,12,00001530984
28878206,Condo in Athens · ★5.0 · 1 bedroom · 1 bed · 1 bath,217709827,Ioanna-Sofia,,ΚΟΛΩΝΑΚΙ,37.97853,23.73977,Entire home/apt,94,3,26,2023-06-04,0.52,1,237,12,00000109438
28878459,Rental unit in Greece · ★5.0 · 1 bedroom · 1 bed · 1 bath,4623432,Christos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96355,23.71944,Entire home/apt,64,15,30,2023-06-05,0.70,1,231,13,00000608696
28903687,Rental unit in Athina · ★4.95 · 1 bedroom · 1 bed · 1 bath,33415021,Κaterina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97684,23.73082,Entire home/apt,57,3,154,2023-06-16,2.75,2,253,50,00000110068
